('class', 'amphibia', 'order', 'anura')
('genus', 'farancia', 'species', 'farancia erytrogramma')
('genus', 'ficimia', 'species', 'ficimia streckeri')
('genus', 'furcifer', 'species', 'furcifer oustaleti')
('genus', 'gambelia', 'species', 'gambelia copeii')
('genus', 'gambelia', 'species', 'gambelia sila')
('genus', 'gambelia', 'species', 'gambelia wislizenii')
('genus', 'gastrophryne', 'species', 'gastrophryne carolinensis')
('genus', 'gastrophryne', 'species', 'gastrophryne olivacea')
('genus', 'gehyra', 'species', 'gehyra mutilata')
('genus', 'gekko', 'species', 'gekko badenii')
('genus', 'gekko', 'species', 'gekko gecko')
('genus', 'gerrhonotus', 'species', 'gerrhonotus infernalis')
('genus', 'glandirana', 'species', 'glandirana rugosa')
('genus', 'glyptemys', 'species', 'glyptemys insculpta')
('genus', 'glyptemys', 'species', 'glyptemys muhlenbergii')
('genus', 'gonatodes', 'species', 'gonatodes albogularis')
('genus', 'gopherus', 'species', 'gopherus agassizii')
('genus', 'gopherus', 'species', 'gopherus berlandieri')
('genus', 'gopherus', 'species', 'gopherus morafkai')
('genus', 'gopherus', 'species', 'gopherus polyphemus')
('genus', 'graptemys', 'species', 'graptemys barbouri')
('genus', 'graptemys', 'species', 'graptemys caglei')
('genus', 'graptemys', 'species', 'graptemys ernsti')
('genus', 'graptemys', 'species', 'graptemys flavimaculata')
('genus', 'graptemys', 'species', 'graptemys geographica')
('genus', 'graptemys', 'species', 'graptemys gibbonsi')
('genus', 'graptemys', 'species', 'graptemys nigrinoda')
('genus', 'graptemys', 'species', 'graptemys oculifera')
('genus', 'graptemys', 'species', 'graptemys ouachitensis')
('genus', 'graptemys', 'species', 'graptemys pearlensis')
('genus', 'graptemys', 'species', 'graptemys pseudogeographica')
('genus', 'graptemys', 'species', 'graptemys pulchra')
('genus', 'graptemys', 'species', 'graptemys versa')
('genus', 'gyalopion', 'species', 'gyalopion canum')
('genus', 'gyalopion', 'species', 'gyalopion quadrangulare')
('genus', 'gyrinophilus', 'species', 'gyrinophilus gulolineatus')
('genus', 'gyrinophilus', 'species', 'gyrinophilus palleucus')
('genus', 'gyrinophilus', 'species', 'gyrinophilus porphyriticus')
('genus', 'gyrinophilus', 'species', 'gyrinophilus subterraneus')
('genus', 'haideotriton', 'species', 'haideotriton wallacei')
('genus', 'heloderma', 'species', 'heloderma suspectum')
('genus', 'hemidactylium', 'species', 'hemidactylium scutatum')
('genus', 'hemidactylus', 'species', 'hemidactylus angulatus')
('genus', 'hemidactylus', 'species', 'hemidactylus frenatus')
('genus', 'hemidactylus', 'species', 'hemidactylus garnotii')
('genus', 'hemidactylus', 'species', 'hemidactylus mabouia')
('genus', 'hemidactylus', 'species', 'hemidactylus platyurus')
('genus', 'hemidactylus', 'species', 'hemidactylus turcicus')
('genus', 'hemiphyllodactylus', 'species', 'hemiphyllodactylus typus')
('genus', 'heterodon', 'species', 'heterodon gloydi')
('genus', 'heterodon', 'species', 'heterodon kennerlyi')
('genus', 'heterodon', 'species', 'heterodon nasicus')
('genus', 'heterodon', 'species', 'heterodon platirhinos')
('genus', 'heterodon', 'species', 'heterodon simus')
('genus', 'holbrookia', 'species', 'holbrookia elegans')
('genus', 'holbrookia', 'species', 'holbrookia lacerata')
('genus', 'holbrookia', 'species', 'holbrookia maculata')
('genus', 'holbrookia', 'species', 'holbrookia propinqua')
('genus', 'hydromantes', 'species', 'hydromantes brunus')
('genus', 'hydromantes', 'species', 'hydromantes platycephalus')
('genus', 'hydromantes', 'species', 'hydromantes shastae')
('genus', 'hyla', 'species', 'hyla andersonii')
('genus', 'hyla', 'species', 'hyla arenicolor')
('genus', 'hyla', 'species', 'hyla avivoca')
('genus', 'hyla', 'species', 'hyla chrysoscelis')
('genus', 'hyla', 'species', 'hyla cinerea')
('genus', 'hyla', 'species', 'hyla femoralis')
('genus', 'hyla', 'species', 'hyla gratiosa')
('genus', 'hyla', 'species', 'hyla squirella')
('genus', 'hyla', 'species', 'hyla versicolor')
('genus', 'hyla', 'species', 'hyla wrightorum')
('genus', 'hypopachus', 'species', 'hypopachus variolosus')
('genus', 'hypsiglena', 'species', 'hypsiglena chlorophaea')
('genus', 'hypsiglena', 'species', 'hypsiglena jani')
('genus', 'hypsiglena', 'species', 'hypsiglena ochrorhyncha')
('genus', 'iguana', 'species', 'iguana iguana')
('genus', 'incilius', 'species', 'incilius alvarius')
('genus', 'incilius', 'species', 'incilius nebulifer')
('genus', 'kinosternon', 'species', 'kinosternon arizonense')
('genus', 'kinosternon', 'species', 'kinosternon baurii')
('genus', 'kinosternon', 'species', 'kinosternon flavescens')
('genus', 'kinosternon', 'species', 'kinosternon hirtipes')
('genus', 'kinosternon', 'species', 'kinosternon sonoriense')
('genus', 'kinosternon', 'species', 'kinosternon subrubrum')
('genus', 'lacerta', 'species', 'lacerta bilineata')
('genus', 'lampropeltis', 'species', 'lampropeltis alterna')
('genus', 'lampropeltis', 'species', 'lampropeltis californiae')
('genus', 'lampropeltis', 'species', 'lampropeltis calligaster')
('genus', 'lampropeltis', 'species', 'lampropeltis elapsoides')
('genus', 'lampropeltis', 'species', 'lampropeltis extenuata')
('genus', 'lampropeltis', 'species', 'lampropeltis getula')
('genus', 'lampropeltis', 'species', 'lampropeltis holbrooki')
('genus', 'lampropeltis', 'species', 'lampropeltis knoblochi')
('genus', 'lampropeltis', 'species', 'lampropeltis nigra')
('genus', 'lampropeltis', 'species', 'lampropeltis pyromelana')
('genus', 'lampropeltis', 'species', 'lampropeltis splendida')
('genus', 'lampropeltis', 'species', 'lampropeltis triangulum')
('genus', 'lampropeltis', 'species', 'lampropeltis zonata')
('genus', 'lampropholis', 'species', 'lampropholis delicata')
('genus', 'leiocephalus', 'species', 'leiocephalus carinatus')
('genus', 'leiocephalus', 'species', 'leiocephalus schreibersii')
('genus', 'leiolepis', 'species', 'leiolepis belliana')
('genus', 'lepidodactylus', 'species', 'lepidodactylus lugubris')
('genus', 'leptodactylus', 'species', 'leptodactylus albilabris')
('genus', 'leptodactylus', 'species', 'leptodactylus fragilis')
('genus', 'leptodeira', 'species', 'leptodeira septentrionalis')
('genus', 'lichanura', 'species', 'lichanura orcutti')
('genus', 'lichanura', 'species', 'lichanura trivirgata')
('genus', 'lipinia', 'species', 'lipinia noctua')
('genus', 'lithobates', 'species', 'lithobates areolatus')
('genus', 'lithobates', 'species', 'lithobates berlandieri')
('genus', 'lithobates', 'species', 'lithobates blairi')
('genus', 'lithobates', 'species', 'lithobates capito')
('genus', 'lithobates', 'species', 'lithobates catesbeianus')
('genus', 'lithobates', 'species', 'lithobates chiricahuensis')
('genus', 'lithobates', 'species', 'lithobates clamitans')
('genus', 'lithobates', 'species', 'lithobates fisheri')
('genus', 'lithobates', 'species', 'lithobates grylio')
('genus', 'lithobates', 'species', 'lithobates heckscheri')
('genus', 'lithobates', 'species', 'lithobates okaloosae')
('genus', 'lithobates', 'species', 'lithobates onca')
('genus', 'lithobates', 'species', 'lithobates palustris')
('genus', 'lithobates', 'species', 'lithobates pipiens')
('genus', 'lithobates', 'species', 'lithobates septentrionalis')
('genus', 'lithobates', 'species', 'lithobates sevosus')
('genus', 'lithobates', 'species', 'lithobates sphenocephalus')
('genus', 'lithobates', 'species', 'lithobates sylvaticus')
('genus', 'lithobates', 'species', 'lithobates tarahumarae')
('genus', 'lithobates', 'species', 'lithobates virgatipes')
('genus', 'lithobates', 'species', 'lithobates yavapaiensis')
('genus', 'mabuya', 'species', 'mabuya multifasciata')
('genus', 'macrochelys', 'species', 'macrochelys temminckii')
('genus', 'magliophis', 'species', 'magliophis exiguum')
('genus', 'magliophis', 'species', 'magliophis stahli')
('genus', 'malaclemys', 'species', 'malaclemys terrapin')
('genus', 'micruroides', 'species', 'micruroides euryxanthus')
('genus', 'micrurus', 'species', 'micrurus fulvius')
('genus', 'micrurus', 'species', 'micrurus tener')
('genus', 'necturus', 'species', 'necturus alabamensis')
('genus', 'necturus', 'species', 'necturus beyeri')
('genus', 'necturus', 'species', 'necturus lewisi')
('genus', 'necturus', 'species', 'necturus maculosus')
('genus', 'necturus', 'species', 'necturus punctatus')
('genus', 'nerodia', 'species', 'nerodia clarkii')
('genus', 'nerodia', 'species', 'nerodia cyclopion')
('genus', 'nerodia', 'species', 'nerodia erythrogaster')
('genus', 'nerodia', 'species', 'nerodia fasciata')
('genus', 'nerodia', 'species', 'nerodia floridana')
('genus', 'nerodia', 'species', 'nerodia harteri')
('genus', 'nerodia', 'species', 'nerodia paucimaculata')
('genus', 'nerodia', 'species', 'nerodia rhombifer')
('genus', 'nerodia', 'species', 'nerodia sipedon')
('genus', 'nerodia', 'species', 'nerodia taxispilota')
('genus', 'notophthalmus', 'species', 'notophthalmus meridionalis')
('genus', 'notophthalmus', 'species', 'notophthalmus perstriatus')
('genus', 'notophthalmus', 'species', 'notophthalmus viridescens')
('genus', 'opheodrys', 'species', 'opheodrys aestivus')
('genus', 'opheodrys', 'species', 'opheodrys vernalis')
('genus', 'ophisaurus', 'species', 'ophisaurus attenuatus')
('genus', 'ophisaurus', 'species', 'ophisaurus compressus')
('genus', 'ophisaurus', 'species', 'ophisaurus mimicus')
('genus', 'ophisaurus', 'species', 'ophisaurus ventralis')
('genus', 'osteopilus', 'species', 'osteopilus septentrionalis')
('genus', 'oxybelis', 'species', 'oxybelis aeneus')
('genus', 'palea', 'species', 'palea steindachneri')
('genus', 'pantherophis', 'species', 'pantherophis alleghaniensis')
('genus', 'pantherophis', 'species', 'pantherophis bairdi')
('genus', 'pantherophis', 'species', 'pantherophis emoryi')
('genus', 'pantherophis', 'species', 'pantherophis guttatus')
('genus', 'pantherophis', 'species', 'pantherophis obsoletus')
('genus', 'pantherophis', 'species', 'pantherophis ramspotti')
('genus', 'pantherophis', 'species', 'pantherophis slowinskii')
('genus', 'pantherophis', 'species', 'pantherophis spiloides')
('genus', 'pantherophis', 'species', 'pantherophis vulpinus')
('genus', 'pelamis', 'species', 'pelamis platura')
('genus', 'pelodiscus', 'species', 'pelodiscus sinensis')
('genus', 'peltophryne', 'species', 'peltophryne lemur')
('genus', 'petrosaurus', 'species', 'petrosaurus mearnsi')
('genus', 'phaeognathus', 'species', 'phaeognathus hubrichti')
('genus', 'phelsuma', 'species', 'phelsuma grandis')
('genus', 'phelsuma', 'species', 'phelsuma guimbeaui')
('genus', 'phelsuma', 'species', 'phelsuma laticauda')
('genus', 'phrynosoma', 'species', 'phrynosoma blainvillii')
('genus', 'phrynosoma', 'species', 'phrynosoma cornutum')
('genus', 'phrynosoma', 'species', 'phrynosoma douglasii')
('genus', 'phrynosoma', 'species', 'phrynosoma hernandesi')
('genus', 'phrynosoma', 'species', 'phrynosoma mcallii')
('genus', 'phrynosoma', 'species', 'phrynosoma modestum')
('genus', 'phrynosoma', 'species', 'phrynosoma platyrhinos')
('genus', 'phrynosoma', 'species', 'phrynosoma solare')
('genus', 'phyllodactylus', 'species', 'phyllodactylus nocticolus')
('genus', 'phyllodactylus', 'species', 'phyllodactylus wirshingi')
('genus', 'phyllorhynchus', 'species', 'phyllorhynchus browni')
('genus', 'phyllorhynchus', 'species', 'phyllorhynchus decurtatus')
('genus', 'pituophis', 'species', 'pituophis catenifer')
('genus', 'pituophis', 'species', 'pituophis melanoleucus')
('genus', 'pituophis', 'species', 'pituophis ruthveni')
('genus', 'plestiodon', 'species', 'plestiodon anthracinus')
('genus', 'plestiodon', 'species', 'plestiodon callicephalus')
('genus', 'plestiodon', 'species', 'plestiodon egregius')
('genus', 'plestiodon', 'species', 'plestiodon fasciatus')
('genus', 'plestiodon', 'species', 'plestiodon gilberti')
('genus', 'plestiodon', 'species', 'plestiodon inexpectatus')
('genus', 'plestiodon', 'species', 'plestiodon laticeps')
('genus', 'plestiodon', 'species', 'plestiodon multivirgatus')
('genus', 'plestiodon', 'species', 'plestiodon obsoletus')
('genus', 'plestiodon', 'species', 'plestiodon reynoldsi')
('genus', 'plestiodon', 'species', 'plestiodon septentrionalis')
('genus', 'plestiodon', 'species', 'plestiodon skiltonianus')
('genus', 'plestiodon', 'species', 'plestiodon tetragrammus')
('genus', 'plethodon', 'species', 'plethodon ainsworthi')
('genus', 'plethodon', 'species', 'plethodon albagula')
('genus', 'plethodon', 'species', 'plethodon amplus')
('genus', 'plethodon', 'species', 'plethodon angusticlavius')
('genus', 'plethodon', 'species', 'plethodon asupak')
('genus', 'plethodon', 'species', 'plethodon aureolus')
('genus', 'plethodon', 'species', 'plethodon caddoensis')
('genus', 'plethodon', 'species', 'plethodon chattahoochee')
('genus', 'plethodon', 'species', 'plethodon cheoah')
('genus', 'plethodon', 'species', 'plethodon chlorobryonis')
('genus', 'plethodon', 'species', 'plethodon cinereus')
('genus', 'plethodon', 'species', 'plethodon cylindraceus')
('genus', 'plethodon', 'species', 'plethodon dorsalis')
('genus', 'plethodon', 'species', 'plethodon dunni')
('genus', 'plethodon', 'species', 'plethodon electromorphus')
('genus', 'plethodon', 'species', 'plethodon elongatus')
('genus', 'plethodon', 'species', 'plethodon fourchensis')
('genus', 'plethodon', 'species', 'plethodon glutinosus')
('genus', 'plethodon', 'species', 'plethodon grobmani')
('genus', 'plethodon', 'species', 'plethodon hoffmani')
('genus', 'plethodon', 'species', 'plethodon hubrichti')
('genus', 'plethodon', 'species', 'plethodon idahoensis')
('genus', 'plethodon', 'species', 'plethodon jordani')
('genus', 'plethodon', 'species', 'plethodon kentucki')
('genus', 'plethodon', 'species', 'plethodon kiamichi')
('genus', 'plethodon', 'species', 'plethodon kisatchie')
('genus', 'plethodon', 'species', 'plethodon larselli')
('genus', 'plethodon', 'species', 'plethodon meridianus')
('genus', 'plethodon', 'species', 'plethodon metcalfi')
('genus', 'plethodon', 'species', 'plethodon mississippi')
('genus', 'plethodon', 'species', 'plethodon montanus')
('genus', 'plethodon', 'species', 'plethodon neomexicanus')
('genus', 'plethodon', 'species', 'plethodon nettingi')
('genus', 'plethodon', 'species', 'plethodon ocmulgee')
('genus', 'plethodon', 'species', 'plethodon ouachitae')
('genus', 'plethodon', 'species', 'plethodon petraeus')
('genus', 'plethodon', 'species', 'plethodon punctatus')
('genus', 'plethodon', 'species', 'plethodon richmondi')
('genus', 'plethodon', 'species', 'plethodon savannah')
('genus', 'plethodon', 'species', 'plethodon sequoyah')
('genus', 'plethodon', 'species', 'plethodon serratus')
('genus', 'plethodon', 'species', 'plethodon shenandoah')
('genus', 'plethodon', 'species', 'plethodon sherando')
('genus', 'plethodon', 'species', 'plethodon shermani')
('genus', 'plethodon', 'species', 'plethodon stormi')
('genus', 'plethodon', 'species', 'plethodon teyahalee')
('genus', 'plethodon', 'species', 'plethodon vandykei')
('genus', 'plethodon', 'species', 'plethodon variolatus')
('genus', 'plethodon', 'species', 'plethodon vehiculum')
('genus', 'plethodon', 'species', 'plethodon ventralis')
('genus', 'plethodon', 'species', 'plethodon virginia')
('genus', 'plethodon', 'species', 'plethodon websteri')
('genus', 'plethodon', 'species', 'plethodon wehrlei')
('genus', 'plethodon', 'species', 'plethodon welleri')
('genus', 'plethodon', 'species', 'plethodon yonahlossee')
('genus', 'podarcis', 'species', 'podarcis muralis')
('genus', 'podarcis', 'species', 'podarcis sicula')
('genus', 'pseudacris', 'species', 'pseudacris brachyphona')
('genus', 'pseudacris', 'species', 'pseudacris brimleyi')
('genus', 'pseudacris', 'species', 'pseudacris cadaverina')
('genus', 'pseudacris', 'species', 'pseudacris clarkii')
('genus', 'pseudacris', 'species', 'pseudacris crucifer')
('genus', 'pseudacris', 'species', 'pseudacris feriarum')
('genus', 'pseudacris', 'species', 'pseudacris fouquettei')
('genus', 'pseudacris', 'species', 'pseudacris hypochondriaca')
('genus', 'pseudacris', 'species', 'pseudacris illinoensis')
('genus', 'pseudacris', 'species', 'pseudacris kalmi')
('genus', 'pseudacris', 'species', 'pseudacris maculata')
('genus', 'pseudacris', 'species', 'pseudacris nigrita')
('genus', 'pseudacris', 'species', 'pseudacris ocularis')
('genus', 'pseudacris', 'species', 'pseudacris ornata')
('genus', 'pseudacris', 'species', 'pseudacris regilla')
('genus', 'pseudacris', 'species', 'pseudacris sierra')
('genus', 'pseudacris', 'species', 'pseudacris streckeri')
('genus', 'pseudacris', 'species', 'pseudacris triseriata')
('genus', 'pseudemys', 'species', 'pseudemys alabamensis')
('genus', 'pseudemys', 'species', 'pseudemys concinna')
('genus', 'pseudemys', 'species', 'pseudemys gorzugi')
('genus', 'pseudemys', 'species', 'pseudemys nelsoni')
('genus', 'pseudemys', 'species', 'pseudemys peninsularis')
('genus', 'pseudemys', 'species', 'pseudemys rubriventris')
('genus', 'pseudemys', 'species', 'pseudemys suwanniensis')
('genus', 'pseudemys', 'species', 'pseudemys texana')
('genus', 'pseudobranchus', 'species', 'pseudobranchus axanthus')
('genus', 'pseudobranchus', 'species', 'pseudobranchus striatus')
('genus', 'pseudotriton', 'species', 'pseudotriton montanus')
('genus', 'pseudotriton', 'species', 'pseudotriton ruber')
('genus', 'python', 'species', 'python molurus')
('genus', 'python', 'species', 'python sebae')
('genus', 'ramphotyphlops', 'species', 'ramphotyphlops braminus')
('genus', 'rana', 'species', 'rana aurora')
('genus', 'rana', 'species', 'rana boylii')
('genus', 'rana', 'species', 'rana cascadae')
('genus', 'rana', 'species', 'rana draytonii')
('genus', 'rana', 'species', 'rana luteiventris')
('genus', 'rana', 'species', 'rana muscosa')
('genus', 'rana', 'species', 'rana pretiosa')
('genus', 'rana', 'species', 'rana sierrae')
('genus', 'regina', 'species', 'regina alleni')
('genus', 'regina', 'species', 'regina grahamii')
('genus', 'regina', 'species', 'regina rigida')
('genus', 'regina', 'species', 'regina septemvittata')
('genus', 'rena', 'species', 'rena dissectus')
('genus', 'rena', 'species', 'rena dulcis')
('genus', 'rena', 'species', 'rena humilis')
('genus', 'rhadinaea', 'species', 'rhadinaea flavilata')
('genus', 'rhinella', 'species', 'rhinella marina')
('genus', 'rhineura', 'species', 'rhineura floridana')
('genus', 'rhinocheilus', 'species', 'rhinocheilus lecontei')
('genus', 'rhinophrynus', 'species', 'rhinophrynus dorsalis')
('genus', 'rhyacotriton', 'species', 'rhyacotriton cascadae')
('genus', 'rhyacotriton', 'species', 'rhyacotriton kezeri')
('genus', 'rhyacotriton', 'species', 'rhyacotriton olympicus')
('genus', 'rhyacotriton', 'species', 'rhyacotriton variegatus')
('genus', 'salvadora', 'species', 'salvadora grahamiae')
('genus', 'salvadora', 'species', 'salvadora hexalepis')
('genus', 'sauromalus', 'species', 'sauromalus ater')
('genus', 'scaphiopus', 'species', 'scaphiopus couchii')
('genus', 'scaphiopus', 'species', 'scaphiopus holbrookii')
('genus', 'scaphiopus', 'species', 'scaphiopus hurterii')
('genus', 'sceloporus', 'species', 'sceloporus arenicolus')
('genus', 'sceloporus', 'species', 'sceloporus bimaculosus')
('genus', 'sceloporus', 'species', 'sceloporus clarkii')
('genus', 'sceloporus', 'species', 'sceloporus consobrinus')
('genus', 'sceloporus', 'species', 'sceloporus cowlesi')
('genus', 'sceloporus', 'species', 'sceloporus cyanogenys')
('genus', 'sceloporus', 'species', 'sceloporus graciosus')
('genus', 'sceloporus', 'species', 'sceloporus grammicus')
('genus', 'sceloporus', 'species', 'sceloporus jarrovii')
('genus', 'sceloporus', 'species', 'sceloporus magister')
('genus', 'sceloporus', 'species', 'sceloporus merriami')
('genus', 'sceloporus', 'species', 'sceloporus occidentalis')
('genus', 'sceloporus', 'species', 'sceloporus olivaceus')
('genus', 'sceloporus', 'species', 'sceloporus orcutti')
('genus', 'sceloporus', 'species', 'sceloporus poinsettii')
('genus', 'sceloporus', 'species', 'sceloporus slevini')
('genus', 'sceloporus', 'species', 'sceloporus tristichus')
('genus', 'sceloporus', 'species', 'sceloporus undulatus')
('genus', 'sceloporus', 'species', 'sceloporus uniformis')
('genus', 'sceloporus', 'species', 'sceloporus variabilis')
('genus', 'sceloporus', 'species', 'sceloporus virgatus')
('genus', 'sceloporus', 'species', 'sceloporus woodi')
('genus', 'scinax', 'species', 'scinax ruber')
('genus', 'scincella', 'species', 'scincella lateralis')
('genus', 'seminatrix', 'species', 'seminatrix pygaea')
('genus', 'senticolis', 'species', 'senticolis triaspis')
('genus', 'siren', 'species', 'siren intermedia')
('genus', 'siren', 'species', 'siren lacertina')
('genus', 'sistrurus', 'species', 'sistrurus catenatus')
('genus', 'sistrurus', 'species', 'sistrurus miliarius')
('genus', 'smilisca', 'species', 'smilisca baudinii')
('genus', 'smilisca', 'species', 'smilisca fodiens')
('genus', 'sonora', 'species', 'sonora semiannulata')
('genus', 'spea', 'species', 'spea bombifrons')
('genus', 'spea', 'species', 'spea hammondii')
('genus', 'spea', 'species', 'spea intermontana')
('genus', 'spea', 'species', 'spea multiplicata')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus argus')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus elegans')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus gaigeae')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus klauberi')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus levinsi')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus macrolepis')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus micropithecus')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus monensis')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus nicholsi')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus notatus')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus roosevelti')
('genus', 'sphaerodactylus', 'species', 'sphaerodactylus townsendi')
('genus', 'spondylurus', 'species', 'spondylurus culebrae')
('genus', 'spondylurus', 'species', 'spondylurus monae')
('genus', 'spondylurus', 'species', 'spondylurus monitae')
('genus', 'spondylurus', 'species', 'spondylurus nitidus')
('genus', 'stereochilus', 'species', 'stereochilus marginatus')
('genus', 'sternotherus', 'species', 'sternotherus carinatus')
('genus', 'sternotherus', 'species', 'sternotherus depressus')
('genus', 'sternotherus', 'species', 'sternotherus minor')
('genus', 'sternotherus', 'species', 'sternotherus odoratus')
('genus', 'storeria', 'species', 'storeria dekayi')
('genus', 'storeria', 'species', 'storeria occipitomaculata')
('genus', 'storeria', 'species', 'storeria victa')
('genus', 'tantilla', 'species', 'tantilla atriceps')
('genus', 'tantilla', 'species', 'tantilla coronata')
('genus', 'tantilla', 'species', 'tantilla cucullata')
('genus', 'tantilla', 'species', 'tantilla gracilis')
('genus', 'tantilla', 'species', 'tantilla hobartsmithi')
('genus', 'tantilla', 'species', 'tantilla nigriceps')
('genus', 'tantilla', 'species', 'tantilla oolitica')
('genus', 'tantilla', 'species', 'tantilla planiceps')
('genus', 'tantilla', 'species', 'tantilla relicta')
('genus', 'tantilla', 'species', 'tantilla wilcoxi')
('genus', 'tantilla', 'species', 'tantilla yaquia')
('genus', 'tarentola', 'species', 'tarentola annularis')
('genus', 'tarentola', 'species', 'tarentola mauritanica')
('genus', 'taricha', 'species', 'taricha granulosa')
('genus', 'taricha', 'species', 'taricha rivularis')
('genus', 'taricha', 'species', 'taricha sierrae')
('genus', 'taricha', 'species', 'taricha torosa')
('genus', 'terrapene', 'species', 'terrapene baurii')
('genus', 'terrapene', 'species', 'terrapene carolina')
('genus', 'terrapene', 'species', 'terrapene ornata')
('genus', 'thamnophis', 'species', 'thamnophis atratus')
('genus', 'thamnophis', 'species', 'thamnophis brachystoma')
('genus', 'thamnophis', 'species', 'thamnophis butleri')
('genus', 'thamnophis', 'species', 'thamnophis couchii')
('genus', 'thamnophis', 'species', 'thamnophis cyrtopsis')
('genus', 'thamnophis', 'species', 'thamnophis elegans')
('genus', 'thamnophis', 'species', 'thamnophis eques')
('genus', 'thamnophis', 'species', 'thamnophis gigas')
('genus', 'thamnophis', 'species', 'thamnophis hammondii')
('genus', 'thamnophis', 'species', 'thamnophis marcianus')
('genus', 'thamnophis', 'species', 'thamnophis ordinoides')
('genus', 'thamnophis', 'species', 'thamnophis proximus')
('genus', 'thamnophis', 'species', 'thamnophis radix')
('genus', 'thamnophis', 'species', 'thamnophis rufipunctatus')
('genus', 'thamnophis', 'species', 'thamnophis sauritus')
('genus', 'thamnophis', 'species', 'thamnophis sirtalis')
('genus', 'thecadactylus', 'species', 'thecadactylus rapicauda')
('genus', 'trachemys', 'species', 'trachemys gaigeae')
('genus', 'trachemys', 'species', 'trachemys scripta')
('genus', 'trachemys', 'species', 'trachemys stejnegeri')
('genus', 'trachylepis', 'species', 'trachylepis quinquetaeniata')
('genus', 'trimorphodon', 'species', 'trimorphodon lambda')
('genus', 'trimorphodon', 'species', 'trimorphodon lyrophanes')
('genus', 'trimorphodon', 'species', 'trimorphodon vilkinsonii')
('genus', 'tropidoclonion', 'species', 'tropidoclonion lineatum')
('genus', 'tupinambis', 'species', 'tupinambis merianae')
('genus', 'typhlops', 'species', 'typhlops catapontus')
('genus', 'typhlops', 'species', 'typhlops granti')
('genus', 'typhlops', 'species', 'typhlops hypomethes')
('genus', 'typhlops', 'species', 'typhlops monensis')
('genus', 'typhlops', 'species', 'typhlops platycephalus')
('genus', 'typhlops', 'species', 'typhlops richardi')
('genus', 'typhlops', 'species', 'typhlops rostellatus')
('genus', 'uma', 'species', 'uma inornata')
('genus', 'uma', 'species', 'uma notata')
('genus', 'uma', 'species', 'uma rufopunctata')
('genus', 'uma', 'species', 'uma scoparia')
('genus', 'urosaurus', 'species', 'urosaurus graciosus')
('genus', 'urosaurus', 'species', 'urosaurus nigricaudus')
('genus', 'urosaurus', 'species', 'urosaurus ornatus')
('genus', 'urspelerpes', 'species', 'urspelerpes brucei')
('genus', 'uta', 'species', 'uta stansburiana')
('genus', 'varanus', 'species', 'varanus niloticus')
('genus', 'virginia', 'species', 'virginia striatula')
('genus', 'virginia', 'species', 'virginia valeriae')
('genus', 'xantusia', 'species', 'xantusia arizonae')
('genus', 'xantusia', 'species', 'xantusia bezyi')
('genus', 'xantusia', 'species', 'xantusia gracilis')
('genus', 'xantusia', 'species', 'xantusia henshawi')
('genus', 'xantusia', 'species', 'xantusia riversiana')
('genus', 'xantusia', 'species', 'xantusia sierrae')
('genus', 'xantusia', 'species', 'xantusia vigilis')
('genus', 'xantusia', 'species', 'xantusia wigginsi')
('genus', 'xenopus', 'species', 'xenopus laevis')
('kingdom', 'animalia', 'phylum', 'chordata')
('order', 'anura', 'family', 'bufonidae')
('order', 'anura', 'family', 'craugastoridae')
('order', 'anura', 'family', 'dendrobatidae')
('order', 'anura', 'family', 'eleutherodactylidae')
('order', 'anura', 'family', 'hylidae')
('order', 'anura', 'family', 'leiopelmatidae')
('order', 'anura', 'family', 'leptodactylidae')
('order', 'anura', 'family', 'microhylidae')
('order', 'anura', 'family', 'pipidae')
('order', 'anura', 'family', 'ranidae')
('order', 'anura', 'family', 'rhinophrynidae')
('order', 'anura', 'family', 'scaphiopodidae')
('order', 'caudata', 'family', 'ambystomatidae')
('order', 'caudata', 'family', 'amphiumidae')
('order', 'caudata', 'family', 'cryptobranchidae')
('order', 'caudata', 'family', 'plethodontidae')
('order', 'caudata', 'family', 'proteidae')
('order', 'caudata', 'family', 'rhyacotritonidae')
('order', 'caudata', 'family', 'salamandridae')
('order', 'caudata', 'family', 'sirenidae')
('order', 'crocodilia', 'family', 'alligatoridae')
('order', 'crocodilia', 'family', 'crocodylidae')
('order', 'squamata', 'family', 'acrochordidae')
('order', 'squamata', 'family', 'agamidae')
('order', 'squamata', 'family', 'amphisbaenidae')
('order', 'squamata', 'family', 'anguidae')
('order', 'squamata', 'family', 'anniellidae')
('order', 'squamata', 'family', 'boidae')
('order', 'squamata', 'family', 'chamaeleonidae')
('order', 'squamata', 'family', 'colubridae')
('order', 'squamata', 'family', 'corytophanidae')
('order', 'squamata', 'family', 'crotaphytidae')
